topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
healthcare,neutral,healthcare reform,1,6,https://pmc.ncbi.nlm.nih.gov/articles/PMC11270601/,pmc.ncbi.nlm.nih.gov,The Economic Rationale for Healthcare Reform - PMC - NIH,2026-05-09 21:10:08,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
healthcare,neutral,healthcare reform,2,4,https://www.whitehouse.gov/greathealthcare/,whitehouse.gov,The Great Healthcare Plan,2026-05-09 21:10:27,mixed,"domain whitehouse.gov contains .gov, which is mixed"
healthcare,neutral,healthcare reform,2,9,https://www.cms.gov/marketplace/health-plans-issuers/insurance-market-reforms,cms.gov,Health Insurance Market Reforms,2026-05-09 21:10:29,mixed,"domain cms.gov contains .gov, which is mixed"
healthcare,neutral,healthcare reform,3,3,https://dmh.lacounty.gov/about/healthcare-reform/,dmh.lacounty.gov,Health Care Reform - Department of Mental Health,2026-05-09 21:10:42,mixed,"domain dmh.lacounty.gov contains .gov, which is mixed"
healthcare,neutral,healthcare reform,3,9,https://www.healthcare.gov/glossary/affordable-care-act/,healthcare.gov,Affordable Care Act (ACA) - Glossary,2026-05-09 21:10:45,mixed,"domain healthcare.gov contains .gov, which is mixed"
healthcare,slanted,insurance coverage gaps,2,9,https://pubmed.ncbi.nlm.nih.gov/34698587/,pubmed.ncbi.nlm.nih.gov,Short- and Long-Term Health Consequences of Gaps in ...,2026-05-09 21:11:28,mixed,"domain pubmed.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,animal cloning impact,1,3,https://pmc.ncbi.nlm.nih.gov/articles/PMC1476349/,pmc.ncbi.nlm.nih.gov,Benefits and problems with cloning animals - PMC,2026-05-09 21:11:59,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,animal cloning impact,1,4,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,genome.gov,Cloning Fact Sheet,2026-05-09 21:12:00,mixed,"domain genome.gov contains .gov, which is mixed"
cloning,neutral,animal cloning impact,1,7,https://www.fda.gov/animal-veterinary/safety-health/animal-cloning,fda.gov,Animal Cloning,2026-05-09 21:12:02,mixed,"domain fda.gov contains .gov, which is mixed"
cloning,neutral,animal cloning impact,2,4,https://pmc.ncbi.nlm.nih.gov/articles/PMC1115633/,pmc.ncbi.nlm.nih.gov,Cloning may cause health defects - PMC - NIH,2026-05-09 21:12:21,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,human cloning ethics,1,4,https://pmc.ncbi.nlm.nih.gov/articles/PMC1456885/,pmc.ncbi.nlm.nih.gov,Thou shalt not clone - PMC,2026-05-09 21:12:56,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,human cloning ethics,2,2,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,genome.gov,Cloning Fact Sheet,2026-05-09 21:13:30,mixed,"domain genome.gov contains .gov, which is mixed"
cloning,slanted,human cloning ethics,3,9,https://pmc.ncbi.nlm.nih.gov/articles/PMC183855/,pmc.ncbi.nlm.nih.gov,"Human cloning laws, human dignity and the poverty of ... - PMC",2026-05-09 21:13:48,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,reproductive cloning research,1,1,https://www.ncbi.nlm.nih.gov/books/NBK223969/,ncbi.nlm.nih.gov,Scientific and Medical Aspects of Human Reproductive Cloning,2026-05-09 21:14:03,mixed,"domain ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,reproductive cloning research,1,3,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,genome.gov,Cloning Fact Sheet,2026-05-09 21:14:05,mixed,"domain genome.gov contains .gov, which is mixed"
cloning,neutral,reproductive cloning research,2,3,https://pmc.ncbi.nlm.nih.gov/articles/PMC1120620/,pmc.ncbi.nlm.nih.gov,Ban on human reproductive cloning demanded - PMC - NIH,2026-05-09 21:14:31,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,therapeutic cloning debate,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC7245529/,pmc.ncbi.nlm.nih.gov,ARGUMENTS FOR HUMAN THERAPEUTIC CLONING - PMC,2026-05-09 21:14:58,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,therapeutic cloning debate,3,7,https://pmc.ncbi.nlm.nih.gov/articles/PMC2323472/,pmc.ncbi.nlm.nih.gov,Therapeutic cloning: promises and issues - PMC - NIH,2026-05-09 21:15:36,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,cloning endangered species,1,2,https://pubmed.ncbi.nlm.nih.gov/37988633/,pubmed.ncbi.nlm.nih.gov,Cloning for the Twenty-First Century and Its Place in ...,2026-05-09 21:16:02,mixed,"domain pubmed.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,neutral,cloning endangered species,2,4,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,genome.gov,Cloning Fact Sheet,2026-05-09 21:18:10,mixed,"domain genome.gov contains .gov, which is mixed"
cloning,neutral,cloning endangered species,2,5,https://www.fws.gov/press-release/2024-11/advancements-black-footed-ferret-conservation-continue-new-offspring-cloned,fws.gov,Advancements for Black-footed Ferret Conservation ...,2026-05-09 21:18:10,mixed,"domain fws.gov contains .gov, which is mixed"
cloning,neutral,cloning endangered species,3,1,https://www.fws.gov/press-release/2024-11/advancements-black-footed-ferret-conservation-continue-new-offspring-cloned,fws.gov,Advancements for Black-footed Ferret Conservation ...,2026-05-09 21:18:23,mixed,"domain fws.gov contains .gov, which is mixed"
cloning,neutral,cloning endangered species,3,6,https://pmc.ncbi.nlm.nih.gov/articles/PMC11988126/,pmc.ncbi.nlm.nih.gov,Towards Practical Conservation Cloning: Understanding the ...,2026-05-09 21:18:26,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,clone farming,1,4,https://www.fda.gov/animal-veterinary/animal-cloning/primer-cloning-and-its-use-livestock-operations,fda.gov,A Primer on Cloning and Its Use in Livestock Operations,2026-05-09 21:19:03,mixed,"domain fda.gov contains .gov, which is mixed"
cloning,slanted,clone farming,1,8,https://pmc.ncbi.nlm.nih.gov/articles/PMC7122979/,pmc.ncbi.nlm.nih.gov,The Human Clone Market - PMC - NIH,2026-05-09 21:19:07,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cloning,slanted,clone farming,2,8,https://www.genome.gov/about-genomics/fact-sheets/Cloning-Fact-Sheet,genome.gov,Cloning Fact Sheet,2026-05-09 21:19:19,mixed,"domain genome.gov contains .gov, which is mixed"
gene_editing,neutral,crispr gene therapy,1,3,https://pmc.ncbi.nlm.nih.gov/articles/PMC7427626/,pmc.ncbi.nlm.nih.gov,"CRISPR Gene Therapy: Applications, Limitations, and ... - PMC",2026-05-09 21:19:59,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,crispr gene therapy,2,6,https://medlineplus.gov/genetics/understanding/genomicresearch/genomeediting/,medlineplus.gov,What are genome editing and CRISPR-Cas9?,2026-05-09 21:20:27,mixed,"domain medlineplus.gov contains .gov, which is mixed"
gene_editing,neutral,crispr gene therapy,3,3,https://pmc.ncbi.nlm.nih.gov/articles/PMC11119143/,pmc.ncbi.nlm.nih.gov,CRISPR-Based Gene Therapies: From Preclinical to Clinical ...,2026-05-09 21:20:39,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,crispr gene therapy,3,5,https://www.genome.gov/genetics-glossary/CRISPR,genome.gov,CRISPR,2026-05-09 21:20:40,mixed,"domain genome.gov contains .gov, which is mixed"
gene_editing,slanted,gene editing ethics,1,1,https://www.genome.gov/about-genomics/policy-issues/Genome-Editing/ethical-concerns,genome.gov,What are the Ethical Concerns of Genome Editing?,2026-05-09 21:21:09,mixed,"domain genome.gov contains .gov, which is mixed"
gene_editing,slanted,gene editing ethics,1,2,https://pmc.ncbi.nlm.nih.gov/articles/PMC9793437/,pmc.ncbi.nlm.nih.gov,Ethical Perspectives of Therapeutic Human Genome Editing ...,2026-05-09 21:21:10,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,slanted,gene editing ethics,2,9,https://medlineplus.gov/genetics/understanding/therapy/ethics/,medlineplus.gov,What are the ethical issues surrounding gene therapy?,2026-05-09 21:22:45,mixed,"domain medlineplus.gov contains .gov, which is mixed"
gene_editing,slanted,gene editing ethics,3,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC12014773/,pmc.ncbi.nlm.nih.gov,The Ethics of Human Embryo Editing via CRISPR-Cas9 ... - PMC,2026-05-09 21:22:57,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,crispr cas9 research,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC10916045/,pmc.ncbi.nlm.nih.gov,Application of CRISPR-Cas9 genome editing technology in ...,2026-05-09 21:23:16,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,crispr cas9 research,2,1,https://www.nsf.gov/impacts/crispr,nsf.gov,CRISPR: A Biotech Breakthrough,2026-05-09 21:23:35,mixed,"domain nsf.gov contains .gov, which is mixed"
gene_editing,neutral,crispr cas9 research,2,5,https://pmc.ncbi.nlm.nih.gov/articles/PMC9377665/,pmc.ncbi.nlm.nih.gov,CRISPR–Cas9: A History of Its Discovery and Ethical ... - PMC,2026-05-09 21:23:36,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,crispr cas9 research,2,6,https://medlineplus.gov/genetics/understanding/genomicresearch/genomeediting/,medlineplus.gov,What are genome editing and CRISPR-Cas9?,2026-05-09 21:23:37,mixed,"domain medlineplus.gov contains .gov, which is mixed"
gene_editing,neutral,crispr cas9 research,3,8,https://www.cancer.gov/news-events/cancer-currents-blog/2020/crispr-cancer-research-treatment,cancer.gov,How CRISPR Is Changing Cancer Research and Treatment,2026-05-09 21:23:50,mixed,"domain cancer.gov contains .gov, which is mixed"
gene_editing,slanted,genetic modification dangers,1,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC7747319/,pmc.ncbi.nlm.nih.gov,Risks and benefits of human germline genome editing - PMC,2026-05-09 21:24:08,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,slanted,genetic modification dangers,1,5,https://www.nhlbi.nih.gov/health/genetic-therapies/benefits-risks,nhlbi.nih.gov,"Genetic Therapies - Benefits and Risks | NHLBI, NIH",2026-05-09 21:24:14,mixed,"domain nhlbi.nih.gov contains .gov, which is mixed"
gene_editing,slanted,genetic modification dangers,2,3,https://www.genome.gov/about-genomics/policy-issues/Genome-Editing/ethical-concerns,genome.gov,What are the Ethical Concerns of Genome Editing?,2026-05-09 21:24:35,mixed,"domain genome.gov contains .gov, which is mixed"
gene_editing,slanted,genetic modification dangers,3,4,https://www.fda.gov/media/135280/download,fda.gov,GMOs and your health,2026-05-09 21:24:48,mixed,"domain fda.gov contains .gov, which is mixed"
gene_editing,neutral,gene drive technology,1,7,https://pmc.ncbi.nlm.nih.gov/articles/PMC6069294/,pmc.ncbi.nlm.nih.gov,Gene drives in our future: challenges of and opportunities for ...,2026-05-09 21:25:29,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
gene_editing,neutral,gene drive technology,3,3,https://osp.od.nih.gov/wp-content/uploads/CollinsJ_NExTRAC_120519_508.pdf,osp.od.nih.gov,Lessons from Current Technologies: Gene Drives,2026-05-09 21:25:58,mixed,"domain osp.od.nih.gov contains .gov, which is mixed"
gene_editing,slanted,designer babies,1,6,https://pmc.ncbi.nlm.nih.gov/articles/PMC6431114/,pmc.ncbi.nlm.nih.gov,The first genetically gene‐edited babies: It's “irresponsible and ...,2026-05-09 21:26:38,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
cybersecurity,slanted,government backdoors,1,4,https://www.fbi.gov/how-we-investigate/lawful-access/lawful-access-myths-vs-reality,fbi.gov,Lawful Access: Myths vs. Reality,2026-05-09 21:28:55,mixed,"domain fbi.gov contains .gov, which is mixed"
cybersecurity,slanted,government backdoors,1,9,https://www.congress.gov/crs-product/IF11769,congress.gov,Law Enforcement and Technology: The “Lawful Access” ...,2026-05-09 21:29:03,mixed,"domain congress.gov contains .gov, which is mixed"
cybersecurity,slanted,hacking vulnerabilities,1,4,https://www.cisa.gov/known-exploited-vulnerabilities-catalog,cisa.gov,Known Exploited Vulnerabilities Catalog,2026-05-09 21:31:11,mixed,"domain cisa.gov contains .gov, which is mixed"
cybersecurity,neutral,data breach prevention,1,8,https://www.ftc.gov/business-guidance/resources/data-breach-response-guide-business,ftc.gov,Data Breach Response: A Guide for Business,2026-05-09 21:32:21,mixed,"domain ftc.gov contains .gov, which is mixed"
cybersecurity,slanted,ransomware attacks,1,3,https://www.fbi.gov/how-we-can-help-you/scams-and-safety/common-frauds-and-scams/ransomware,fbi.gov,Ransomware,2026-05-09 21:33:11,mixed,"domain fbi.gov contains .gov, which is mixed"
cybersecurity,slanted,ransomware attacks,2,5,https://www.cisa.gov/stopransomware/ransomware-101,cisa.gov,Ransomware 101,2026-05-09 21:33:39,mixed,"domain cisa.gov contains .gov, which is mixed"
social_credit,neutral,digital identity impact,2,7,https://pmc.ncbi.nlm.nih.gov/articles/PMC6292641/,pmc.ncbi.nlm.nih.gov,Digital Identity: The effect of trust and reputation information on ...,2026-05-09 21:34:29,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
social_credit,slanted,social credit system,2,6,https://www.congress.gov/crs-product/IF11342,congress.gov,China's Corporate Social Credit System,2026-05-09 21:35:24,mixed,"domain congress.gov contains .gov, which is mixed"
social_credit,slanted,government surveillance,1,5,http://lofgren.house.gov/issues/innovation-and-technology/government-surveillance,lofgren.house.gov,Government Surveillance | Congresswoman Zoe Lofgren,2026-05-09 21:37:16,mixed,"domain lofgren.house.gov contains .gov, which is mixed"
social_credit,slanted,government surveillance,2,2,https://www.state.gov/wp-content/uploads/2023/04/Guiding-Principles-on-Government-Use-of-Surveillance-Technologies.pdf,state.gov,Guiding-Principles-on-Government-Use-of-Surveillance- ...,2026-05-09 21:37:31,mixed,"domain state.gov contains .gov, which is mixed"
social_credit,slanted,government surveillance,2,10,https://pmc.ncbi.nlm.nih.gov/articles/PMC1490309/,pmc.ncbi.nlm.nih.gov,Surveillance society: Openness is the best defence against ...,2026-05-09 21:37:34,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
social_credit,slanted,government surveillance,3,1,https://www.intelligence.gov/ic-on-the-record-database/results/speeches-interviews/privacy-technology-national-security,intelligence.gov,"Privacy, Technology & National Security",2026-05-09 21:37:44,mixed,"domain intelligence.gov contains .gov, which is mixed"
social_credit,neutral,trustworthiness rating,1,9,https://pmc.ncbi.nlm.nih.gov/articles/PMC9127658/,pmc.ncbi.nlm.nih.gov,Can I Trust This Person? Evaluations of Trustworthiness From ...,2026-05-09 21:38:17,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
social_credit,neutral,trustworthiness rating,3,6,https://www.nist.gov/itl/ai-risk-management-framework,nist.gov,AI Risk Management Framework | NIST,2026-05-09 21:38:44,mixed,"domain nist.gov contains .gov, which is mixed"
social_credit,slanted,privacy concerns,3,4,https://www.gao.gov/products/gao-22-106096,gao.gov,Consumer Data: Increasing Use Poses Risks to Privacy,2026-05-09 21:39:43,mixed,"domain gao.gov contains .gov, which is mixed"
quantum_computing,neutral,quantum encryption research,1,5,https://www.nsa.gov/Cybersecurity/Quantum-Key-Distribution-QKD-and-Quantum-Cryptography-QC/,nsa.gov,Quantum Key Distribution (QKD) and ...,2026-05-09 21:40:11,mixed,"domain nsa.gov contains .gov, which is mixed"
quantum_computing,neutral,quantum encryption research,1,10,https://csrc.nist.gov/projects/post-quantum-cryptography,csrc.nist.gov,Post-Quantum Cryptography | CSRC,2026-05-09 21:40:16,mixed,"domain csrc.nist.gov contains .gov, which is mixed"
quantum_computing,slanted,quantum decryption threat,2,8,https://www.federalreserve.gov/econres/feds/files/2025093pap.pdf,federalreserve.gov,"""""Harvest Now, Decrypt Later"": Examining Post-Quantum ...",2026-05-09 21:43:17,mixed,"domain federalreserve.gov contains .gov, which is mixed"
quantum_computing,neutral,post quantum cryptography,1,3,https://csrc.nist.gov/projects/post-quantum-cryptography,csrc.nist.gov,Post-Quantum Cryptography | CSRC,2026-05-09 21:47:07,mixed,"domain csrc.nist.gov contains .gov, which is mixed"
quantum_computing,neutral,post quantum cryptography,3,1,https://www.dhs.gov/quantum,dhs.gov,Post-Quantum Cryptography,2026-05-09 21:47:44,mixed,"domain dhs.gov contains .gov, which is mixed"
quantum_computing,slanted,quantum supremacy,2,7,https://www.nasa.gov/technology/computing/google-and-nasa-achieve-quantum-supremacy/,nasa.gov,Google and NASA Achieve Quantum Supremacy,2026-05-09 21:48:26,mixed,"domain nasa.gov contains .gov, which is mixed"
quantum_computing,slanted,quantum supremacy,2,9,https://www.nist.gov/physics/introduction-new-quantum-revolution/quantum-supremacy,nist.gov,Quantum Supremacy | NIST,2026-05-09 21:48:27,mixed,"domain nist.gov contains .gov, which is mixed"
space_exploration,neutral,space research data,1,1,https://data.nasa.gov/,data.nasa.gov,NASA Open Data Portal: Welcome,2026-05-09 21:49:19,mixed,"domain data.nasa.gov contains .gov, which is mixed"
space_exploration,neutral,space research data,1,6,https://www.earthdata.nasa.gov/,earthdata.nasa.gov,NASA Earthdata: Your Gateway to NASA Earth Observation ...,2026-05-09 21:49:23,mixed,"domain earthdata.nasa.gov contains .gov, which is mixed"
